zipcode,Build_Small,Build_Medium,Build_Large,New_Total,U5_From_New,New_U5,Existing_Total,Expand_Total,Need_Total,Meet_Total_Demand,Existing_U5,Expand_U5,Need_U5,Meet_U5_Demand,Desert_Eliminated,Cost_Build,Cost_ExpandBase,Cost_U5_Equip
12567,0,1,0,200,68,68,0,0,72,TRUE,0,0,68,TRUE,TRUE,95000,,6800
12569,0,1,1,600,300,300,196,23,467,TRUE,41.6,23,364,TRUE,TRUE,210000,13936.85535,32300
12571,0,0,1,400,138,138,192,0,387,TRUE,44.4,0,182,TRUE,TRUE,115000,0,13800
12574,1,0,0,100,11,11,0,0,6,TRUE,0,0,11,TRUE,TRUE,65000,,1100
12575,1,0,0,100,50,50,24,4,73,TRUE,0,4,54,TRUE,TRUE,65000,9210,5400
12577,1,0,0,100,36,36,16,0,64,TRUE,0,0,36,TRUE,TRUE,65000,0,3600
12578,1,0,0,100,20,20,32,0,57,TRUE,0,0,20,TRUE,TRUE,65000,0,2000
12581,0,1,0,200,81,81,48,0,93,TRUE,24,0,105,TRUE,TRUE,95000,0,8100
12582,0,1,0,200,100,100,64,8,192,TRUE,0,8,108,TRUE,TRUE,95000,12560,10800
12583,1,0,0,100,26,26,16,0,102,TRUE,0,0,26,TRUE,TRUE,65000,0,2600
12585,1,0,0,100,15,15,16,0,18,TRUE,0,0,15,TRUE,TRUE,65000,0,1500
12586,0,0,3,1200,531,531,197,0,739,TRUE,55.8,0,586,TRUE,TRUE,345000,0,53100
12589,1,0,3,1300,650,650,288,28,891,TRUE,12,28,690,TRUE,TRUE,410000,27050,67800
12592,1,0,0,100,50,50,0,0,83,TRUE,0,0,50,TRUE,TRUE,65000,,5000
12719,1,0,0,100,17,17,15,0,23,TRUE,15,0,32,TRUE,TRUE,65000,0,1700
12721,0,1,2,1000,495,495,16,0,539,TRUE,0,0,495,TRUE,TRUE,325000,0,49500
12722,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12723,1,0,0,100,10,10,8,0,39,TRUE,0,0,10,TRUE,TRUE,65000,0,1000
12724,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12726,0,1,0,200,86,86,8,0,80,TRUE,0,0,86,TRUE,TRUE,95000,0,8600
12732,1,0,0,100,13,13,8,0,23,TRUE,0,0,13,TRUE,TRUE,65000,0,1300
12733,1,0,0,100,21,21,0,0,89,TRUE,0,0,21,TRUE,TRUE,65000,,2100
12734,0,1,0,200,70,70,0,0,122,TRUE,0,0,70,TRUE,TRUE,95000,,7000
12736,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12738,1,0,0,100,0,0,8,0,26,TRUE,0,0,0,TRUE,TRUE,65000,0,0
12740,1,0,0,100,44,44,68,0,73,TRUE,0,0,44,TRUE,TRUE,65000,0,4400
12741,1,0,0,100,0,0,0,0,5,TRUE,0,0,0,TRUE,TRUE,65000,,0
12743,1,0,0,100,0,0,0,0,8,TRUE,0,0,0,TRUE,TRUE,65000,,0
12746,1,0,0,100,30,30,0,0,31,TRUE,0,0,30,TRUE,TRUE,65000,,3000
12749,1,0,0,100,0,0,0,0,21,TRUE,0,0,0,TRUE,TRUE,65000,,0
12750,1,0,0,100,3,3,0,0,2,TRUE,0,0,3,TRUE,TRUE,65000,,300
12751,0,0,1,400,165,165,0,0,203,TRUE,0,0,165,TRUE,TRUE,115000,,16500
12752,1,0,0,100,4,4,0,0,4,TRUE,0,0,4,TRUE,TRUE,65000,,400
12758,0,1,0,200,79,79,149,0,197,TRUE,89.4,0,168,TRUE,TRUE,95000,0,7900
12759,0,0,1,400,54,54,0,0,250,TRUE,0,0,54,TRUE,TRUE,115000,,5400
12760,1,0,0,100,2,2,0,0,8,TRUE,0,0,2,TRUE,TRUE,65000,,200
12763,1,0,0,100,4,4,0,0,8,TRUE,0,0,4,TRUE,TRUE,65000,,400
12764,1,0,0,100,28,28,8,0,62,TRUE,0,0,28,TRUE,TRUE,65000,0,2800
12765,1,0,0,100,13,13,0,0,33,TRUE,0,0,13,TRUE,TRUE,65000,,1300
12766,1,0,0,100,0,0,0,0,28,TRUE,0,0,0,TRUE,TRUE,65000,,0
12767,1,0,0,100,25,25,0,0,13,TRUE,0,0,25,TRUE,TRUE,65000,,2500
12768,1,0,0,100,18,18,0,0,15,TRUE,0,0,18,TRUE,TRUE,65000,,1800
12769,1,0,0,100,18,18,0,0,9,TRUE,0,0,18,TRUE,TRUE,65000,,1800
12770,1,0,0,100,0,0,0,0,9,TRUE,0,0,0,TRUE,TRUE,65000,,0
12771,0,1,1,600,300,300,409,35,649,TRUE,145.8,35,480,TRUE,TRUE,210000,18893.36495,33500
12775,0,1,0,200,69,69,41,0,95,TRUE,27.2,0,96,TRUE,TRUE,95000,0,6900
12776,1,0,0,100,32,32,0,0,68,TRUE,0,0,32,TRUE,TRUE,65000,,3200
12777,1,0,0,100,32,32,0,0,26,TRUE,0,0,32,TRUE,TRUE,65000,,3200
12778,1,0,0,100,0,0,0,0,37,TRUE,0,0,0,TRUE,TRUE,65000,,0
12779,0,0,1,400,146,146,0,0,239,TRUE,0,0,146,TRUE,TRUE,115000,,14600
12780,1,0,0,100,21,21,0,0,75,TRUE,0,0,21,TRUE,TRUE,65000,,2100
12781,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12783,0,1,0,200,53,53,0,0,59,TRUE,0,0,53,TRUE,TRUE,95000,,5300
12784,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12785,1,0,0,100,0,0,0,0,89,TRUE,0,0,0,TRUE,TRUE,65000,,0
12786,1,0,0,100,0,0,0,0,3,TRUE,0,0,0,TRUE,TRUE,65000,,0
12787,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12789,0,1,0,200,95,95,16,0,185,TRUE,0,0,95,TRUE,TRUE,95000,0,9500
12790,0,0,1,400,143,143,114,0,185,TRUE,13.2,0,156,TRUE,TRUE,115000,0,14300
12792,1,0,0,100,0,0,0,0,2,TRUE,0,0,0,TRUE,TRUE,65000,,0
12808,1,0,0,100,3,3,0,0,2,TRUE,0,0,3,TRUE,TRUE,65000,,300
12809,0,0,1,400,141,141,32,0,178,TRUE,0,0,141,TRUE,TRUE,115000,0,14100
12810,1,0,0,100,24,24,0,0,38,TRUE,0,0,24,TRUE,TRUE,65000,,2400
12811,1,0,0,100,12,12,0,0,18,TRUE,0,0,12,TRUE,TRUE,65000,,1200
12814,1,0,0,100,12,12,20,0,26,TRUE,0,0,12,TRUE,TRUE,65000,0,1200
12815,1,0,0,100,10,10,0,0,40,TRUE,0,0,10,TRUE,TRUE,65000,,1000
12816,1,0,0,100,50,50,84,1,177,TRUE,28,1,79,TRUE,TRUE,65000,654.5454545,5100
12817,1,0,0,100,0,0,47,0,60,TRUE,31.4,0,28,TRUE,TRUE,65000,0,0
12819,1,0,0,100,5,5,0,0,14,TRUE,0,0,5,TRUE,TRUE,65000,,500
12820,1,0,0,100,0,0,0,0,15,TRUE,0,0,0,TRUE,TRUE,65000,,0
12821,1,0,0,100,4,4,8,0,17,TRUE,0,0,4,TRUE,TRUE,65000,0,400
12822,0,1,1,600,282,282,60,0,458,TRUE,0,0,282,TRUE,TRUE,210000,0,28200
12823,1,0,0,100,0,0,0,0,27,TRUE,0,0,0,TRUE,TRUE,65000,,0
12824,1,0,0,100,42,42,0,0,34,TRUE,0,0,42,TRUE,TRUE,65000,,4200
12827,1,0,1,500,220,220,0,0,184,TRUE,0,0,220,TRUE,TRUE,180000,,22000
12828,0,0,1,400,95,95,288,0,531,TRUE,132.4,0,227,TRUE,TRUE,115000,0,9500
12833,0,0,1,400,197,197,35,0,254,TRUE,11.4,0,208,TRUE,TRUE,115000,0,19700
12835,1,0,0,100,43,43,0,0,61,TRUE,0,0,43,TRUE,TRUE,65000,,4300
12836,1,0,0,100,2,2,0,0,7,TRUE,0,0,2,TRUE,TRUE,65000,,200
12837,1,0,0,100,9,9,0,0,63,TRUE,0,0,9,TRUE,TRUE,65000,,900
12838,1,0,0,100,25,25,0,0,52,TRUE,0,0,25,TRUE,TRUE,65000,,2500
12841,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12842,1,0,0,100,18,18,16,0,34,TRUE,0,0,18,TRUE,TRUE,65000,0,1800
12843,1,0,0,100,16,16,0,0,66,TRUE,0,0,16,TRUE,TRUE,65000,,1600
12844,1,0,0,100,0,0,0,0,8,TRUE,0,0,0,TRUE,TRUE,65000,,0
12845,0,0,1,400,140,140,33,0,168,TRUE,0,0,140,TRUE,TRUE,115000,0,14000
12846,1,0,0,100,36,36,60,0,106,TRUE,12,0,48,TRUE,TRUE,65000,0,3600
12847,1,0,0,100,18,18,0,0,20,TRUE,0,0,18,TRUE,TRUE,65000,,1800
12850,0,1,0,200,69,69,0,0,99,TRUE,0,0,69,TRUE,TRUE,95000,,6900
12851,1,0,0,100,14,14,0,0,21,TRUE,0,0,14,TRUE,TRUE,65000,,1400
12852,1,0,0,100,3,3,0,0,12,TRUE,0,0,3,TRUE,TRUE,65000,,300
12853,0,1,0,200,33,33,0,0,123,TRUE,0,0,33,TRUE,TRUE,95000,,3300
12854,1,0,0,100,21,21,0,0,17,TRUE,0,0,21,TRUE,TRUE,65000,,2100
12855,1,0,0,100,6,6,0,0,11,TRUE,0,0,6,TRUE,TRUE,65000,,600
12856,1,0,0,100,0,0,0,0,5,TRUE,0,0,0,TRUE,TRUE,65000,,0
12857,1,0,0,100,11,11,0,0,22,TRUE,0,0,11,TRUE,TRUE,65000,,1100
12858,1,0,0,100,0,0,0,0,1,TRUE,0,0,0,TRUE,TRUE,65000,,0
12859,0,1,0,200,82,82,0,0,125,TRUE,0,0,82,TRUE,TRUE,95000,,8200
12860,1,0,0,100,24,24,0,0,29,TRUE,0,0,24,TRUE,TRUE,65000,,2400
12861,1,0,0,100,18,18,0,0,31,TRUE,0,0,18,TRUE,TRUE,65000,,1800
12862,1,0,0,100,0,0,0,0,12,TRUE,0,0,0,TRUE,TRUE,65000,,0
12863,1,0,0,100,8,8,0,0,71,TRUE,0,0,8,TRUE,TRUE,65000,,800
12864,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12865,0,0,1,400,135,135,24,0,235,TRUE,0,0,135,TRUE,TRUE,115000,0,13500
12866,0,0,2,800,400,400,981,98,1296,TRUE,334.2,98,832,TRUE,TRUE,230000,58485.30197,49800
12870,1,0,0,100,30,30,30,0,65,TRUE,0,0,30,TRUE,TRUE,65000,0,3000
12872,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12873,1,0,0,100,48,48,0,0,36,TRUE,0,0,48,TRUE,TRUE,65000,,4800
12874,1,0,0,100,0,0,0,0,2,TRUE,0,0,0,TRUE,TRUE,65000,,0
12878,1,0,0,100,17,17,0,0,54,TRUE,0,0,17,TRUE,TRUE,65000,,1700
12884,1,0,0,100,32,32,0,0,40,TRUE,0,0,32,TRUE,TRUE,65000,,3200
12885,0,1,0,200,37,37,122,1,323,TRUE,57.6,1,95,TRUE,TRUE,95000,477.7777778,3800
12886,1,0,0,100,0,0,0,0,5,TRUE,0,0,0,TRUE,TRUE,65000,,0
12887,1,0,1,500,216,216,71,0,408,TRUE,31.4,0,247,TRUE,TRUE,180000,0,21600
12910,0,1,0,200,48,48,0,0,120,TRUE,0,0,48,TRUE,TRUE,95000,,4800
12911,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12912,1,0,0,100,12,12,44,0,113,TRUE,12,0,24,TRUE,TRUE,65000,0,1200
12914,1,0,0,100,28,28,16,0,61,TRUE,0,0,28,TRUE,TRUE,65000,0,2800
12915,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12916,0,1,0,200,64,64,64,0,208,TRUE,12,0,76,TRUE,TRUE,95000,0,6400
12917,1,0,0,100,40,40,0,0,100,TRUE,0,0,40,TRUE,TRUE,65000,,4000
12919,0,1,0,200,100,100,49,6,161,TRUE,10.2,6,116,TRUE,TRUE,95000,11712.94118,10600
12920,0,1,0,200,95,95,44,0,127,TRUE,0,0,95,TRUE,TRUE,95000,0,9500
12922,1,0,0,100,2,2,0,0,2,TRUE,0,0,2,TRUE,TRUE,65000,,200
12923,1,0,0,100,24,24,16,0,41,TRUE,0,0,24,TRUE,TRUE,65000,0,2400
12924,1,0,0,100,0,0,0,0,13,TRUE,0,0,0,TRUE,TRUE,65000,,0
12927,1,0,0,100,0,0,0,0,2,TRUE,0,0,0,TRUE,TRUE,65000,,0
12928,0,1,0,200,64,64,0,0,128,TRUE,0,0,64,TRUE,TRUE,95000,,6400
12929,1,0,0,100,43,43,8,0,63,TRUE,0,0,43,TRUE,TRUE,65000,0,4300
12930,0,1,0,200,78,78,0,0,87,TRUE,0,0,78,TRUE,TRUE,95000,,7800
12933,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12934,0,1,0,200,55,55,8,0,104,TRUE,0,0,55,TRUE,TRUE,95000,0,5500
12935,1,0,0,100,24,24,34,0,99,TRUE,10.8,0,34,TRUE,TRUE,65000,0,2400
12936,1,0,0,100,8,8,16,0,22,TRUE,0,0,8,TRUE,TRUE,65000,0,800
12937,0,1,0,200,51,51,16,0,141,TRUE,0,0,51,TRUE,TRUE,95000,0,5100
12944,1,0,0,100,0,0,155,6,261,TRUE,89.4,0,89,TRUE,TRUE,65000,2191.735537,0
12945,1,0,0,100,14,14,0,0,47,TRUE,0,0,14,TRUE,TRUE,65000,,1400
12950,1,0,0,100,18,18,32,0,40,TRUE,0,0,18,TRUE,TRUE,65000,0,1800
12952,1,0,0,100,20,20,0,0,43,TRUE,0,0,20,TRUE,TRUE,65000,,2000
12955,1,0,0,100,3,3,0,0,11,TRUE,0,0,3,TRUE,TRUE,65000,,300
12956,1,0,0,100,27,27,20,0,61,TRUE,12,0,39,TRUE,TRUE,65000,0,2700
12957,0,1,0,200,38,38,0,0,153,TRUE,0,0,38,TRUE,TRUE,95000,,3800
12958,1,0,0,100,28,28,32,0,124,TRUE,0,0,28,TRUE,TRUE,65000,0,2800
12959,1,0,0,100,48,48,8,0,94,TRUE,0,0,48,TRUE,TRUE,65000,0,4800
12960,0,1,0,200,64,64,16,0,53,TRUE,0,0,64,TRUE,TRUE,95000,0,6400
12961,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12964,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12965,1,0,0,100,7,7,0,0,21,TRUE,0,0,7,TRUE,TRUE,65000,,700
12966,0,0,1,400,197,197,0,0,356,TRUE,0,0,197,TRUE,TRUE,115000,,19700
12967,1,0,0,100,34,34,0,0,93,TRUE,0,0,34,TRUE,TRUE,65000,,3400
12969,1,0,0,100,0,0,0,0,8,TRUE,0,0,0,TRUE,TRUE,65000,,0
12970,1,0,0,100,4,4,0,0,8,TRUE,0,0,4,TRUE,TRUE,65000,,400
12972,0,1,1,600,284,284,88,0,383,TRUE,0,0,284,TRUE,TRUE,210000,0,28400
12973,1,0,0,100,4,4,0,0,11,TRUE,0,0,4,TRUE,TRUE,65000,,400
12975,1,0,0,100,8,8,0,0,7,TRUE,0,0,8,TRUE,TRUE,65000,,800
12976,1,0,0,100,4,4,0,0,4,TRUE,0,0,4,TRUE,TRUE,65000,,400
12978,1,0,0,100,6,6,0,0,10,TRUE,0,0,6,TRUE,TRUE,65000,,600
12979,1,0,0,100,39,39,136,0,140,TRUE,54.8,0,93,TRUE,TRUE,65000,0,3900
12980,1,0,0,100,6,6,0,0,31,TRUE,0,0,6,TRUE,TRUE,65000,,600
12986,1,0,0,100,50,50,128,13,205,TRUE,33.6,13,96,TRUE,TRUE,65000,17811.22807,6300
12987,1,0,0,100,5,5,0,0,4,TRUE,0,0,5,TRUE,TRUE,65000,,500
12989,1,0,0,100,19,19,0,0,34,TRUE,0,0,19,TRUE,TRUE,65000,,1900
12992,0,0,1,400,148,148,48,0,231,TRUE,0,0,148,TRUE,TRUE,115000,0,14800
12996,1,0,0,100,10,10,35,0,97,TRUE,29,0,39,TRUE,TRUE,65000,0,1000
12997,1,0,0,100,16,16,0,0,26,TRUE,0,0,16,TRUE,TRUE,65000,,1600
12998,1,0,0,100,0,0,0,0,48,TRUE,0,0,0,TRUE,TRUE,65000,,0
13024,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13026,1,0,0,100,18,18,0,0,49,TRUE,0,0,18,TRUE,TRUE,65000,,1800
13027,0,0,5,2000,1000,1000,859,60,1921,TRUE,216.8,60,1276,TRUE,TRUE,575000,27104.44638,106000
13028,1,0,0,100,26,26,0,0,61,TRUE,0,0,26,TRUE,TRUE,65000,,2600
13029,0,0,2,800,400,400,76,2,515,TRUE,0,2,402,TRUE,TRUE,230000,1066.666667,40200
13030,0,0,1,400,127,127,16,0,254,TRUE,0,0,127,TRUE,TRUE,115000,0,12700
13034,0,1,0,200,100,100,0,0,105,TRUE,0,0,100,TRUE,TRUE,95000,,10000
13035,1,0,0,100,50,50,236,4,289,TRUE,115.6,4,169,TRUE,TRUE,65000,1616.326531,5400
13036,0,1,1,600,300,300,238,24,443,TRUE,0,24,324,TRUE,TRUE,210000,11600,32400
13040,0,1,0,200,83,83,0,0,176,TRUE,0,0,83,TRUE,TRUE,95000,,8300
13042,1,0,0,100,42,42,0,0,74,TRUE,0,0,42,TRUE,TRUE,65000,,4200
13044,0,0,1,400,152,152,79,0,163,TRUE,0,0,152,TRUE,TRUE,115000,0,15200
13045,0,0,2,800,400,400,944,38,1098,TRUE,404.8,38,842,TRUE,TRUE,230000,15437.72446,43800
13051,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13052,0,1,0,200,72,72,8,0,92,TRUE,0,0,72,TRUE,TRUE,95000,0,7200
13053,1,0,0,100,50,50,186,30,204,TRUE,134,30,214,TRUE,TRUE,65000,29989.92826,8000
13060,0,0,1,400,139,139,61,0,141,TRUE,0,0,139,TRUE,TRUE,115000,0,13900
13061,1,0,0,100,11,11,0,0,31,TRUE,0,0,11,TRUE,TRUE,65000,,1100
13062,1,0,0,100,18,18,0,0,9,TRUE,0,0,18,TRUE,TRUE,65000,,1800
13065,1,0,0,100,0,0,0,0,17,TRUE,0,0,0,TRUE,TRUE,65000,,0
13066,0,0,2,800,400,400,378,61,633,TRUE,106.6,61,567,TRUE,TRUE,230000,54109.4053,46100
13068,0,1,0,200,100,100,129,4,196,TRUE,0,4,104,TRUE,TRUE,95000,1895.890411,10400
13069,1,0,4,1700,850,850,563,45,1864,TRUE,112.4,45,1007,TRUE,TRUE,525000,23555.55556,89500
13071,1,0,0,100,48,48,16,0,53,TRUE,0,0,48,TRUE,TRUE,65000,0,4800
13072,1,0,0,100,20,20,0,0,44,TRUE,0,0,20,TRUE,TRUE,65000,,2000
13073,0,0,2,800,330,330,147,0,404,TRUE,47.2,0,377,TRUE,TRUE,230000,0,33000
13074,0,0,1,400,137,137,40,0,323,TRUE,0,0,137,TRUE,TRUE,115000,0,13700
13078,0,0,2,800,394,394,24,0,605,TRUE,0,0,394,TRUE,TRUE,230000,0,39400
13080,0,0,1,400,134,134,24,0,147,TRUE,0,0,134,TRUE,TRUE,115000,0,13400
13081,1,0,0,100,34,34,0,0,52,TRUE,0,0,34,TRUE,TRUE,65000,,3400
13082,0,0,1,400,136,136,0,0,241,TRUE,0,0,136,TRUE,TRUE,115000,,13600
13083,0,1,0,200,60,60,0,0,125,TRUE,0,0,60,TRUE,TRUE,95000,,6000
13087,1,0,0,100,0,0,0,0,3,TRUE,0,0,0,TRUE,TRUE,65000,,0
13092,0,0,1,400,107,107,8,0,197,TRUE,0,0,107,TRUE,TRUE,115000,0,10700
13101,0,1,0,200,77,77,64,0,261,TRUE,0,0,77,TRUE,TRUE,95000,0,7700
13102,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13103,1,0,0,100,4,4,0,0,11,TRUE,0,0,4,TRUE,TRUE,65000,,400
13108,1,0,0,100,50,50,149,14,224,TRUE,43,14,107,TRUE,TRUE,65000,9484.150943,6400
13110,0,1,0,200,77,77,0,0,92,TRUE,0,0,77,TRUE,TRUE,95000,,7700
13111,0,1,0,200,65,65,0,0,200,TRUE,0,0,65,TRUE,TRUE,95000,,6500
13112,0,1,0,200,60,60,8,0,114,TRUE,0,0,60,TRUE,TRUE,95000,0,6000
13113,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13114,0,0,1,400,200,200,97,5,358,TRUE,0,5,205,TRUE,TRUE,115000,2694.915254,20500
13115,1,0,0,100,0,0,0,0,16,TRUE,0,0,0,TRUE,TRUE,65000,,0
13117,1,0,0,100,2,2,0,0,16,TRUE,0,0,2,TRUE,TRUE,65000,,200
13118,0,1,0,200,100,100,84,0,225,TRUE,22.2,0,122,TRUE,TRUE,95000,0,10000
13119,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13120,0,1,0,200,80,80,44,0,139,TRUE,4.8,0,84,TRUE,TRUE,95000,0,8000
13121,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13122,1,0,0,100,20,20,0,0,28,TRUE,0,0,20,TRUE,TRUE,65000,,2000
13123,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13124,1,0,0,100,2,2,0,0,4,TRUE,0,0,2,TRUE,TRUE,65000,,200
13131,0,0,1,400,112,112,8,0,140,TRUE,0,0,112,TRUE,TRUE,115000,0,11200
13132,0,1,0,200,84,84,8,0,131,TRUE,0,0,84,TRUE,TRUE,95000,0,8400
13134,1,0,0,100,0,0,0,0,1,TRUE,0,0,0,TRUE,TRUE,65000,,0
13135,1,0,1,500,250,250,244,8,367,TRUE,91.6,8,349,TRUE,TRUE,180000,3460.465116,25800
13136,1,0,0,100,16,16,0,0,41,TRUE,0,0,16,TRUE,TRUE,65000,,1600
13138,1,0,0,100,0,0,0,0,5,TRUE,0,0,0,TRUE,TRUE,65000,,0
13140,0,0,1,400,90,90,0,0,280,TRUE,0,0,90,TRUE,TRUE,115000,,9000
13141,1,0,0,100,46,46,0,0,39,TRUE,0,0,46,TRUE,TRUE,65000,,4600
13142,0,0,1,400,158,158,56,0,231,TRUE,0,0,158,TRUE,TRUE,115000,0,15800
13143,1,0,0,100,50,50,166,6,271,TRUE,84.4,6,140,TRUE,TRUE,65000,1922.891566,5600
13144,0,1,0,200,66,66,0,0,128,TRUE,0,0,66,TRUE,TRUE,95000,,6600
13145,0,1,0,200,80,80,66,0,147,TRUE,0,0,80,TRUE,TRUE,95000,0,8000
13146,0,1,0,200,90,90,24,0,185,TRUE,0,0,90,TRUE,TRUE,95000,0,9000
13147,1,0,0,100,39,39,0,0,39,TRUE,0,0,39,TRUE,TRUE,65000,,3900
13148,1,0,1,500,250,250,235,11,708,TRUE,80.2,11,341,TRUE,TRUE,180000,5353.580673,26100
13152,0,0,1,400,200,200,210,2,350,TRUE,60.8,2,262,TRUE,TRUE,115000,784.6153846,20200
13153,1,0,0,100,30,30,8,0,43,TRUE,0,0,30,TRUE,TRUE,65000,0,3000
13154,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13155,1,0,0,100,15,15,10,0,37,TRUE,0,0,15,TRUE,TRUE,65000,0,1500
13156,0,1,0,200,61,61,0,0,74,TRUE,0,0,61,TRUE,TRUE,95000,,6100
13157,1,0,0,100,16,16,0,0,21,TRUE,0,0,16,TRUE,TRUE,65000,,1600
13158,1,0,0,100,34,34,0,0,58,TRUE,0,0,34,TRUE,TRUE,65000,,3400
13160,0,1,0,200,70,70,26,0,127,TRUE,0,0,70,TRUE,TRUE,95000,0,7000
13162,1,0,0,100,26,26,0,0,28,TRUE,0,0,26,TRUE,TRUE,65000,,2600
13163,1,0,0,100,5,5,0,0,8,TRUE,0,0,5,TRUE,TRUE,65000,,500
13164,0,0,1,400,138,138,16,0,204,TRUE,0,0,138,TRUE,TRUE,115000,0,13800
13166,0,0,1,400,160,160,48,0,241,TRUE,0,0,160,TRUE,TRUE,115000,0,16000
13167,0,1,0,200,73,73,20,0,132,TRUE,12,0,85,TRUE,TRUE,95000,0,7300
13202,0,0,1,400,200,200,252,11,615,TRUE,172.8,11,383,TRUE,TRUE,115000,3841.791045,21100
13204,0,0,3,1200,523,523,889,0,1988,TRUE,329.6,0,852,TRUE,TRUE,345000,0,52300
13208,0,0,5,2000,1000,1000,625,1,2471,TRUE,213,1,1214,TRUE,TRUE,575000,321.2121212,100100
13209,0,0,3,1200,553,553,233,0,942,TRUE,59.4,0,612,TRUE,TRUE,345000,0,55300
13211,0,0,1,400,183,183,76,0,460,TRUE,21.6,0,204,TRUE,TRUE,115000,0,18300
13215,1,0,1,500,250,250,396,40,672,TRUE,218,40,508,TRUE,TRUE,180000,18233.58756,29000
13290,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13301,1,0,0,100,6,6,0,0,10,TRUE,0,0,6,TRUE,TRUE,65000,,600
13302,0,1,0,200,79,79,0,0,119,TRUE,0,0,79,TRUE,TRUE,95000,,7900
13303,1,0,0,100,22,22,8,0,42,TRUE,0,0,22,TRUE,TRUE,65000,0,2200
13305,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13308,0,0,1,400,94,94,0,0,323,TRUE,0,0,94,TRUE,TRUE,115000,,9400
13310,1,0,0,100,27,27,0,0,20,TRUE,0,0,27,TRUE,TRUE,65000,,2700
13312,1,0,0,100,8,8,0,0,8,TRUE,0,0,8,TRUE,TRUE,65000,,800
13313,1,0,0,100,16,16,0,0,27,TRUE,0,0,16,TRUE,TRUE,65000,,1600
13314,1,0,0,100,0,0,0,0,22,TRUE,0,0,0,TRUE,TRUE,65000,,0
13315,1,0,0,100,34,34,38,0,76,TRUE,18,0,52,TRUE,TRUE,65000,0,3400
13316,0,0,1,400,173,173,66,0,422,TRUE,25.2,0,198,TRUE,TRUE,115000,0,17300
13317,1,0,1,500,212,212,24,0,452,TRUE,0,0,212,TRUE,TRUE,180000,0,21200
13320,0,1,0,200,88,88,0,0,90,TRUE,0,0,88,TRUE,TRUE,95000,,8800
13321,1,0,0,100,0,0,16,0,41,TRUE,0,0,0,TRUE,TRUE,65000,0,0
13322,1,0,0,100,39,39,0,0,54,TRUE,0,0,39,TRUE,TRUE,65000,,3900
13324,1,0,0,100,38,38,0,0,75,TRUE,0,0,38,TRUE,TRUE,65000,,3800
13325,0,1,0,200,51,51,0,0,80,TRUE,0,0,51,TRUE,TRUE,95000,,5100
13328,1,0,0,100,42,42,0,0,73,TRUE,0,0,42,TRUE,TRUE,65000,,4200
13329,0,0,1,400,104,104,26,0,261,TRUE,0,0,104,TRUE,TRUE,115000,0,10400
13331,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13332,0,1,1,600,252,252,8,0,395,TRUE,0,0,252,TRUE,TRUE,210000,0,25200
13333,1,0,0,100,0,0,0,0,1,TRUE,0,0,0,TRUE,TRUE,65000,,0
13334,1,0,0,100,40,40,0,0,62,TRUE,0,0,40,TRUE,TRUE,65000,,4000
13335,0,1,0,200,85,85,0,0,118,TRUE,0,0,85,TRUE,TRUE,95000,,8500
13337,1,0,0,100,2,2,0,0,21,TRUE,0,0,2,TRUE,TRUE,65000,,200
