,facility_id,program_type,facility_status,facility_name,city,zipcode,school_district_name,infant_capacity,toddler_capacity,preschool_capacity,school_age_capacity,children_capacity,total_capacity,latitude,longitude,under-5_capacity
0,2416,FDC,Registration,"Bohrer, Barbara",Clinton,13323,Clinton,0,0,0,2,6,8,,,0.0
1,5555,FDC,Registration,"Matey, Sally",Jamestown,14701,Jamestown,0,0,0,2,6,8,,,0.0
2,9066,FDC,Registration,"Copeland, Denise",Wappingers Falls,12590,Wappingers,0,0,0,2,6,8,,,0.0
3,40163,DCC,License,"Head Start of Rockland, Inc.",Nyack,10960,Nyack,0,10,110,0,0,120,41.089425,-73.920413,76.0
4,41016,SACC,Registration,"School's Out, Inc.",Glenmont,12077,Bethlehem,0,0,0,75,0,75,42.607043,-73.788606,0.0
5,42005,DCC,License,Circle of Friends,Ravena,12143,,0,0,68,0,0,68,,,40.8
6,51349,FDC,Registration,"Valerio, Gladys",Bronx,10474,Bronx 8,0,0,0,0,6,6,40.818399,-73.888816,0.0
7,73544,SACC,Registration,YMCA OF GREATER NY,New York,10017,Manhattan 2,0,0,0,60,0,60,40.753216,-73.970794,0.0
8,108407,GFDC,License,"Almond Tree Group Family Day Care, LLC",Brooklyn,11225,Brooklyn 17,0,0,0,4,12,16,,,0.0
9,111953,GFDC,License,"Williams, Petal",Brooklyn,11226,Brooklyn 22,0,0,0,4,12,16,,,0.0
10,126425,GFDC,License,"Hernandez, Lidia",Bronx,10465,Bronx 8,0,0,0,0,12,12,40.841228,-73.823572,0.0
11,135331,DCC,License,North Country Preschool,Malone,12953,Malone,0,0,20,0,0,20,44.847878,-74.297567,12.0
12,173555,DCC,License,Racker,Cortland,13045,Cortland,0,0,85,0,0,85,42.574853,-76.216804,51.0
13,187741,GFDC,License,Stars of Wonder Child Care Corp.,Sleepy Hollow,10591,Tarrytown,0,0,0,4,12,16,,,0.0
14,234238,GFDC,License,"Navedo, Edith",Bronx,10469,Bronx 11,0,0,0,4,12,16,40.865752,-73.847882,0.0
15,250057,SACC,Registration,KIPS BAY BOYS & GIRLS CLUB,BRONX,10473,Bronx 8,0,0,0,240,0,240,40.819564,-73.848827,0.0
16,253105,FDC,Registration,"Prosonic, Leslie",Hastings,13076,Central Square,0,0,0,2,6,8,,,0.0
17,257751,GFDC,License,"Snuggle Bugs Child Care, Inc.",Bethpage,11714,Plainedge,0,0,0,4,12,16,,,0.0
18,262387,DCC,License,Inspire Kids,Goshen,10924,Goshen,0,0,112,0,0,112,41.404252,-74.335359,67.2
19,269090,SACC,Registration,Precious Moments After School #2,Maspeth,11378,Queens 24,0,0,0,15,0,15,40.721854,-73.903974,0.0
20,271083,FDC,Registration,"Owens Newell, Lois",Oneonta,13820,Oneonta,0,0,0,2,6,8,,,0.0
21,274852,GFDC,License,"Fernandez, Luz",Bronx,10460,Bronx 11,0,0,0,0,12,12,40.839556,-73.868169,0.0
22,297686,GFDC,License,Precious Moments Daycare LLC,Middletown,10940,Middletown,0,0,0,2,12,14,,,0.0
23,333723,GFDC,License,"Bahar, Yaffa",Flushing,11367,Queens 25,0,0,0,4,12,16,,,0.0
24,340346,GFDC,License,"Dundas, Deon",Rosedale,11422,Queens 29,0,0,0,4,12,16,,,0.0
25,349917,GFDC,License,"Seda, Lucy",BRONX,10452,Bronx 9,0,0,0,0,10,10,40.830097,-73.921286,0.0
26,354883,FDC,Registration,Apple Mountain Montessori,Highland,12528,Marlboro,0,0,0,2,6,8,,,0.0
27,380719,FDC,Registration,"Solka, Margaret",Webster,14580,Webster,0,0,0,2,6,8,,,0.0
28,386539,GFDC,License,"Rapalo, Edith",Bronx,10451,Bronx 9,0,0,0,0,12,12,40.82677,-73.925507,0.0
29,388430,GFDC,License,THDC LLC,Glen Spey,12737,Eldred,0,0,0,4,12,16,,,0.0
30,407335,SACC,Registration,Just for Kids,Grand Island,14072,Grand Island,0,0,0,44,0,44,43.052888,-78.957791,0.0
31,414911,DCC,License,Saint Luke Evangelical Lutheran Church,Dix Hills,11746,Half Hollow Hills,0,12,108,0,0,120,40.810875,-73.337204,76.8
32,420887,DCC,License,"NYSARC, INC.",Hawthorne,10532,Pocantico Hills,0,0,30,0,0,30,41.093378,-73.814548,18.0
33,428117,FDC,Registration,Mary's Friends and Family Day Care,Port Jefferson Station,11776,Comsewogue,0,0,0,2,6,8,,,0.0
34,436883,GFDC,License,"De La Cruz Diaz, Jose",BRONX,10452,Bronx 9,0,0,0,4,12,16,,,0.0
35,450663,GFDC,License,"Adanti, Christina",Olean,14760,Olean,0,0,0,4,12,16,,,0.0
36,461005,SACC,Registration,North Shore Youth Council,Shoreham,11786,Shoreham-Wading R,0,0,0,38,0,38,40.950933,-72.891727,0.0
37,479379,GFDC,License,"Beck, Lynne",Rome,13440,Rome,0,0,0,4,12,16,43.237512,-75.447474,0.0
38,496065,DCC,License,Gan Ami Inc.,Cedarhurst,11516,Lawrence,0,24,36,0,0,60,40.630779,-73.730383,45.599999999999994
39,499913,FDC,Registration,"Bancroft, Kimberly",Canandaigua,14424,Canandaigua City,0,0,0,2,6,8,,,0.0
40,500895,GFDC,License,Princess Play Pen,Bronx,10473,Bronx 8,0,0,0,4,12,16,40.820518,-73.854203,0.0
41,503056,GFDC,License,Little Sunshine Family Group Daycare Corp.,Bronx,10456,Bronx 9,0,0,0,4,12,16,,,0.0
42,539596,GFDC,License,"Jan's Kidz Childcare, Inc.",Carmel,10512,Mahopac,0,0,0,4,12,16,,,0.0
43,545295,DCC,License,YWCA Child Care Center,Elmira,14901,Elmira City,0,0,34,0,0,34,42.090366,-76.802279,20.4
44,551979,GFDC,License,MY LITTLE TIGER CORPORATION,Elmhurst,11373,Queens 24,0,0,0,4,12,16,,,0.0
45,597006,FDC,Registration,"Diaz, Luz",Bronx,10460,Bronx 12,0,0,0,0,6,6,40.844991,-73.884606,0.0
46,620002,GFDC,License,"Dou, Anthony",Fresh Meadows,11366,Queens 26,0,0,0,4,12,16,40.735085,-73.775096,0.0
47,624233,SACC,Registration,"Directions For Our Youth, Inc.",Bronx,10462,Bronx 11,0,0,0,245,0,245,40.84489,-73.858149,0.0
48,641317,GFDC,License,"THE SENSORY STOP TWO, INC",Bronx,10456,Bronx 9,0,0,0,4,12,16,,,0.0
49,649188,GFDC,License,Susan & Rachel's Home Child Care,White Plains,10606,White Plains,0,0,0,4,12,16,,,0.0
50,659438,FDC,Registration,"Rawleigh, Melissa",Hornell,14843,Hornell,0,0,0,2,6,8,42.322848,-77.65388,0.0
51,659512,FDC,Registration,Country Kids Day Care,Schuylerville,12871,Schuylerville,0,0,0,2,6,8,,,0.0
52,666034,DCC,License,BRIGHTPATH,Alden,14004,Alden,16,23,34,20,0,93,42.894966,-78.508942,59.4
53,672039,GFDC,License,"Aspen Grove Ithaca, LLC",Ithaca,14850,Ithaca,0,0,0,4,12,16,,,0.0
54,675105,DCC,License,New Hope Manor,Barryville,12719,Eldred,8,7,0,0,0,15,41.474747,-74.906077,15.0
55,677764,SACC,Registration,Italian American Civil Rights League @MS 366,Brooklyn,11236,Brooklyn 19,0,0,0,180,0,180,40.647388,-73.891883,0.0
56,682180,FDC,Registration,"Gonzalez, Maria-Elena",Elmsford,10523,Elmsford,0,0,0,2,6,8,,,0.0
57,688921,GFDC,License,"Snuggle Bugs Childcare Two, LLC",Bethpage,11714,Plainedge,0,0,0,4,12,16,,,0.0
58,689575,SACC,Registration,"SCAN-Harbor, Inc.",New York,10035,Manhattan 5,0,0,0,40,0,40,40.8071,-73.936369,0.0
59,694283,DCC,License,Webster Montessori School,Webster,14580,Webster,0,24,0,0,0,24,43.185724,-77.473961,24.0
60,699643,GFDC,License,"David, Richard",Bronx,10467,Bronx 10,0,0,0,4,12,16,40.870249,-73.879746,0.0
61,702394,GFDC,License,My First Steps Day Care DLB,Rego Park,11374,Queens 28,0,0,0,4,12,16,,,0.0
62,708508,GFDC,License,"Liang, Hong",Bayside,11364,Queens 26,0,0,0,4,12,16,,,0.0
63,718461,SACC,Registration,Booker T. Washington Community Center of Auburn,Auburn,13021,Auburn,0,0,0,100,0,100,42.941018,-76.5818,0.0
64,720363,SACC,Registration,"New York Edge, Inc.",Bronx,10469,Bronx 11,0,0,0,206,0,206,40.866987,-73.8508,0.0
65,731553,FDC,Registration,Tender Years Daycare,Avon,14414,Avon,0,0,0,2,6,8,,,0.0
66,749905,SACC,Registration,Mosholu Montefiore Community Center,Bronx,10464,Bronx 11,0,0,0,40,0,40,40.843684,-73.784915,0.0
67,781415,GFDC,License,Mn'M Kiddie Group LLC,Brooklyn,11211,Brooklyn 14,0,0,0,0,12,12,40.704553,-73.961388,0.0
68,789544,GFDC,License,"Geshmake Kinder, Inc.",Brooklyn,11218,Brooklyn 15,0,0,0,0,12,12,40.636363,-73.980547,0.0
69,791237,SACC,Registration,Yeshiva Kehilath Yakov,Brooklyn,11211,Brooklyn 14,0,0,0,284,0,284,40.707164,-73.959423,0.0
70,799481,SACC,Registration,"Right At School , LLC",Lynbrook,11563,Lynbrook,0,0,0,152,0,152,40.646041,-73.673402,0.0
71,811920,FDC,Registration,"Fancher, Samantha",Brocton,14716,Brocton,0,0,0,2,6,8,,,0.0
72,818672,SACC,Registration,"Grand Street Settlement, Inc.",New York,10038,Manhattan 2,0,0,0,100,0,100,40.71236,-73.998909,0.0
73,819499,GFDC,License,Shine Bright Daycare Inc,West Hempstead,11552,West Hempstead,0,0,0,4,12,16,,,0.0
74,820511,SACC,Registration,Amy's Afterschool Adventures,Mt. Morris,14510,Mount Morris,0,0,0,20,0,20,42.72039,-77.869133,0.0
75,825327,SACC,Registration,The Q StudioLab LLC,Sunnyside,11104,Queens 30,0,0,0,100,0,100,40.743341,-73.922791,0.0
76,826115,SACC,Registration,"Hartley House, Inc.",New York,10019,Manhattan 2,0,0,0,62,0,62,40.763979,-73.985859,0.0
77,830349,GFDC,License,"Launt, Kelly",Webster,14580,Webster,0,0,0,4,12,16,,,0.0
78,831636,SACC,Registration,"Grand Street Settlement, Inc. @ P. S. 157",Brooklyn,11205,Brooklyn 14,0,0,0,101,0,101,40.695267,-73.959658,0.0
79,855006,SACC,Registration,"Schoharie River Center, Inc.",Middleburgh,12122,Middleburgh,0,0,0,100,0,100,42.595,-74.328966,0.0
80,863516,DCC,License,Driftwood Day Camp LLC,Melville,11747,Half Hollow Hills,0,42,95,0,0,137,40.801287,-73.433853,99.0
81,874544,DCC,License,Razzle Dazzle Childcare,Hilton,14468,Hilton,8,8,9,0,0,25,43.289831,-77.792299,21.4
82,875372,SACC,Registration,Rye YMCA,Mamaroneck,10543,Rye Neck,0,0,0,60,0,60,40.954419,-73.726328,0.0
83,875675,SACC,Registration,After-School All-Stars,Brooklyn,11236,Brooklyn 18,0,0,0,196,0,196,40.63544,-73.910885,0.0
84,884416,FDC,Registration,Mossflower Wood Daycare,Locke,13092,Southern Cayuga,0,0,0,2,6,8,42.626832,-76.469025,0.0
85,885578,GFDC,Pending Revocation,"Nunez, Kenny",Bronx,10460,Bronx 12,0,0,0,0,10,10,40.837575,-73.889189,0.0
86,886656,GFDC,License,"Huq, Mohammad",BRONX,10462,Bronx 11,0,0,0,4,12,16,40.831951,-73.851559,0.0
87,888739,SACC,Registration,City of New York Parks & Recreation,bronx,10474,Bronx 8,0,0,0,80,0,80,40.814984,-73.889068,0.0
88,890556,SACC,Registration,"RED DOOR CHILD CARE II,LLC","East Westbury,",11590,Westbury,0,0,0,57,0,57,40.7614,-73.5934,0.0
89,892915,GFDC,License,Bound to Bloom,Schuyler Falls,12985,Peru,0,0,0,4,12,16,44.61004,-73.606143,0.0
90,893252,SACC,Registration,"Westhab, Inc.",Yonkers,10701,Yonkers,0,0,0,105,0,105,40.932711,-73.887081,0.0
91,894399,SACC,Registration,Roads to Success,Brooklyn,11234,Brooklyn 22,0,0,0,100,0,100,40.628558,-73.928246,0.0
92,897056,DCC,License,Agape Fellowship United Methodist Church,Rochester,14617,West Irondequoit,0,0,18,0,0,18,43.205253,-77.613214,10.799999999999999
93,905586,DCC,License,YMCA Buffalo Niagara,Hamburg,14075,Hamburg,0,0,18,20,0,38,42.743784,-78.797903,10.799999999999999
94,905995,GFDC,License,Rs Supply Center Inc.,Monsey,10952,East Ramapo,0,0,0,4,12,16,41.128,-74.0668,0.0
95,907572,DCC,License,Family YMCA of Tarrytown,Tarrytown,10591,Tarrytown,24,29,10,0,0,63,41.080223,-73.863874,59.0
96,911887,GFDC,License,Montessori Playhouse Group Family Day Care,Ridgewood,11385,Queens 24,0,0,0,4,12,16,,,0.0
97,913873,FDC,Registration,Lighthouse Academy,Rochester,14621,Rochester,0,0,0,2,6,8,,,0.0
98,914947,GFDC,License,Happy Hearts Daycare,Canastota,13032,Canastota,0,0,0,0,12,12,43.127918,-75.725644,0.0
99,918817,DCC,License,Project Most,Montauk,11954,Montauk,8,23,28,0,0,59,41.048039,-71.952191,47.8
100,921326,FDC,Registration,KING MONTESSORI ACADEMY,Ithaca,14850,Ithaca,0,0,0,0,6,6,42.403399,-76.474761,0.0
101,921982,SACC,Registration,Auburn YMCA-WEIU,Cato,13033,,0,0,8,122,0,130,,,4.8
102,166018,DCC,License,Adirondack Community College Child Care Center,Queensbury,12804,Queensbury,8,24,18,0,0,50,43.352914,-73.656306,42.8
103,794470,FDC,Registration,"Kimpson, Debra",Jamaica,11434,Queens 28,0,0,0,2,6,8,,,0.0
104,40572,DCC,License,Saint  Peter's Child Care Center Inc,Yonkers,10705,Yonkers,0,0,157,0,0,157,40.925379,-73.902449,94.2
105,42263,SACC,Registration,"Before & After School Child Care On Location, Inc.",Liverpool,13090,Liverpool,0,0,0,160,0,160,43.13112,-76.236617,0.0
106,10094,FDC,Registration,"Costantino, Jennifer",Clayton,13624,Thousand Island,0,0,0,2,6,8,44.237606,-76.083991,0.0
107,866209,SACC,Registration,JCC Rockland Inc,West Nyack,10994,Clarkstown,0,0,0,243,0,243,41.096188,-73.986627,0.0
108,568414,GFDC,License,CATERPILLAR EARLY LEARNING DAYCARE INC.,Bronx,10463,Bronx 10,0,0,0,4,12,16,40.877149,-73.909284,0.0
109,618944,GFDC,License,Wee Bee Kidz Inc,Brooklyn,11233,Brooklyn 16,0,0,0,4,12,16,40.684625,-73.924133,0.0
110,732938,GFDC,License,Lil' Buds Child Care & Preschool,Middletown,10941,Pine Bush,0,0,0,4,12,16,41.480766,-74.360879,0.0
111,603731,GFDC,License,God's Design Child Care,Buffalo,14215,Buffalo,0,0,0,4,12,16,42.923403,-78.833442,0.0
112,840230,GFDC,License,Daycare by the Sea,Far Rockaway,11691,Queens 27,0,0,0,4,12,16,40.595291,-73.761357,0.0
113,881862,GFDC,License,"Jallow, Mariama",BROOKLYN,11225,Brooklyn 17,0,0,0,4,12,16,40.664341,-73.958775,0.0
114,53014,FDC,Registration,"Burton, Sofia",Brooklyn,11208,Brooklyn 19,0,0,0,2,6,8,40.670309,-73.865678,0.0
115,172380,GFDC,License,Congregation Toras Emes,Staten Island,10306,Richmond 31,0,0,0,4,12,16,40.559204,-74.125539,0.0
116,769206,SACC,Registration,"Southeast Bronx Neighborhood Centers, Inc",Bronx,10456,Bronx 8,0,0,0,79,0,79,40.823296,-73.903164,0.0
117,267366,GFDC,License,"Nurse, Cora",Brooklyn,11210,Brooklyn 22,0,0,0,4,12,16,40.63394,-73.950656,0.0
118,791983,GFDC,License,Moore Hugs and Learn Family Daycare,New York,10037,Manhattan 5,0,0,0,4,12,16,40.815962,-73.937661,0.0
119,576262,FDC,Registration,"Sheocharan, Jasso",Bronx,10473,Bronx 8,0,0,0,2,6,8,40.816245,-73.862879,0.0
120,74215,SACC,Registration,"Catholic Charities Community Services, Archdiocese of New York @ IS 143",New York,10033,Manhattan 6,0,0,0,152,0,152,40.84928,-73.931431,0.0
121,585734,GFDC,License,CLARIMAR KIDS CORP.,Brooklyn,11220,Brooklyn 15,0,0,0,4,12,16,40.647348,-74.011331,0.0
122,607560,GFDC,License,Dynamic First Steps Group Family Daycare Corp.,Bronx,10452,Bronx 9,0,0,0,4,12,16,40.834317,-73.918321,0.0
123,43269,DCC,License,"A Child's World, Inc.",Queensbury,12804,Glens Falls,8,10,48,20,0,86,43.330031,-73.647786,46.8
124,841495,GFDC,License,Blessed Kiddies Daycare Inc.,Yonkers,10705,Yonkers,0,0,0,4,12,16,40.918421,-73.899095,0.0
125,251464,GFDC,License,"Rosado, Maria",Brooklyn,11237,Brooklyn 32,0,0,0,4,12,16,40.698064,-73.91312,0.0
126,728553,SACC,Registration,"Aspira of New York, Inc.",Bronx,10473,Bronx 8,0,0,0,295,0,295,40.823491,-73.859805,0.0
127,842127,GFDC,License,"Mima Daycare, Inc",Yonkers,10705,Yonkers,0,0,0,4,12,16,40.917188,-73.895963,0.0
128,815237,GFDC,License,"Smart Cookies, LLC",Brooklyn,11204,Brooklyn 20,0,0,0,4,12,16,40.630146,-73.980706,0.0
129,233516,SACC,Registration,KIPS BAY BOYS & GIRLS CLUB HELP MORRIS,Bronx,10457,Bronx 9,0,0,0,40,0,40,40.838976,-73.910195,0.0
130,647797,FDC,Registration,"Gibbons, Tondelayo",St. Albans,11412,Queens 29,0,0,0,2,6,8,40.694618,-73.749959,0.0
131,367235,GFDC,License,The Educational Garden,Brooklyn,11233,Brooklyn 16,0,0,0,4,12,16,40.684076,-73.918325,0.0
132,867682,GFDC,License,"Cedano Martinez, Jennifer",Bronx,10458,Bronx 10,0,0,0,2,12,14,40.87136,-73.885563,0.0
133,404046,GFDC,License,"Maggies My Care Daycare, LLC",Brooklyn,11226,Brooklyn 17,0,0,0,2,12,14,40.645574,-73.963485,0.0
134,73477,SACC,Registration,University Settlement Society of New York,New York,10002,Manhattan 1,0,0,0,41,0,41,40.720388,-73.990992,0.0
135,794955,GFDC,License,"Little Dimples, Inc.",Brooklyn,11204,Brooklyn 20,0,0,0,4,12,16,40.624681,-73.978301,0.0
136,72446,GFDC,License,Independent Toddler Childcare,New York,10009,Manhattan 2,0,0,0,4,12,16,40.729852,-73.981527,0.0
137,405628,GFDC,License,SMILING KIDS 2 DAY CARE,Ozone Park,11416,Queens 27,0,0,0,4,12,16,40.682021,-73.855402,0.0
138,216690,GFDC,License,The Kids Private Playhouse,Brooklyn,11207,Brooklyn 19,0,0,0,4,12,16,40.662905,-73.886155,0.0
139,807903,GFDC,License,Creating Stars Family Daycare LLC.,Bronx,10457,Bronx 9,0,0,0,2,12,14,40.844611,-73.911004,0.0
140,823180,GFDC,License,"Ingraham, Mona",Whitney Point,13862,Whitney Pt,0,0,0,4,12,16,42.281603,-76.001242,0.0
141,41550,SACC,Registration,"Before & After School Child Care On Location, Inc.",Liverpool,13088,Liverpool,0,0,0,125,0,125,43.112521,-76.173933,0.0
142,732829,GFDC,License,"Rowe, Cynthia",Cambria Heights,11411,Queens 29,0,0,0,4,12,16,40.695873,-73.734437,0.0
143,806808,DCC,License,Bright Beginnings,Massena,13662,Massena,8,10,26,10,0,54,44.930643,-74.883393,33.6
144,449081,GFDC,License,"Mc Keown, Catherine",Brooklyn,11231,Brooklyn 15,0,0,0,4,12,16,40.680565,-73.993092,0.0
145,754427,SACC,Registration,"DIRECTIONS FOR  OUR YOUTH, INC",BRONX,10456,Bronx 9,0,0,0,53,0,53,40.835578,-73.90729,0.0
146,434252,FDC,Registration,"Severino, Alexsa",Bronx,10452,Bronx 9,0,0,0,2,5,7,,,0.0
147,378047,GFDC,License,Alistars Play Place,Brooklyn,11225,Brooklyn 17,0,0,0,4,12,16,40.66575,-73.955458,0.0
148,125354,GFDC,License,"Pazmino De Chico, Piedad",Glendale,11385,Queens 24,0,0,0,4,12,16,40.69585,-73.891985,0.0
149,573635,GFDC,License,BLUE STAR GROUP NETWORK INC,Bronx,10468,Bronx 10,0,0,0,4,12,16,40.875861,-73.886327,0.0
150,876851,GFDC,License,JAS MALGOSIA FAMILY INC.,RIDGEWOOD,11385,Queens 24,0,0,0,4,12,16,40.712626,-73.911618,0.0
151,858758,GFDC,License,"Polanco, Ana",Bronx,10457,Bronx 12,0,0,0,4,12,16,40.842716,-73.892266,0.0
152,104200,DCC,License,Little Harvard at Washingtonville,Washingtonville,10992,Washingtonville,8,12,69,0,0,89,41.425978,-74.158214,61.4
153,154810,SACC,Registration,The Salvation Army,White Plains,10606,White Plains,0,0,0,20,0,20,41.021809,-73.775925,0.0
154,703767,GFDC,License,Little Explorers,Mt.Vernon,10550,Mount Vernon,0,0,0,4,12,16,40.915638,-73.841309,0.0
155,581474,FDC,Registration,"Rice, Susan",Rochester,14613,Rochester,0,0,0,2,6,8,43.174012,-77.647765,0.0
156,817412,FDC,Registration,Polka Dots Preschool,Colonie,12205,South Colonie,0,0,0,2,6,8,42.736291,-73.841222,0.0
157,375871,FDC,Registration,"Lyon, Dawn",Cortland,13045,Dryden,0,0,0,2,6,8,42.556886,-76.279423,0.0
158,71190,GFDC,License,"Rosner, Elaine",New York,10025,Manhattan 3,0,0,0,4,12,16,40.790056,-73.968408,0.0
159,735281,GFDC,License,Disco's Ducklings DayCare,Evans Mills,13637,Indian River,0,0,0,4,12,16,44.106619,-75.757271,0.0
160,860161,SACC,Registration,"SCAN-Harbor, Inc.",New York,10029,Manhattan 4,0,0,0,77,0,77,40.793035,-73.951818,0.0
161,565291,GFDC,License,Barnyard Rascals Daycare,Bath,14810,Bath,0,0,0,4,12,16,42.321466,-77.369144,0.0
162,670507,FDC,Registration,A Home Away from Home LLC,Greenlawn,11740,Harborfields,0,0,0,2,6,8,40.872053,-73.361427,0.0
163,40522,SACC,Registration,"Lakeland Children's Center, Inc.",Mohegan Lake,10547,Lakeland,0,0,0,118,0,118,41.312836,-73.872196,0.0
164,774636,GFDC,License,"Ramirez De Paulino, Antonia",New York,10033,Manhattan 6,0,0,0,4,12,16,40.852559,-73.933154,0.0
165,368551,GFDC,License,"Khan, Bibi",Bronx,10470,Bronx 11,0,0,0,4,12,16,40.903516,-73.853622,0.0
166,531505,GFDC,License,"Matthews, Debra",Cohocton,14826,Wayland,0,0,0,4,12,16,42.515644,-77.518472,0.0
167,853035,FDC,Registration,"Washington, Quayahna",Bronx,10451,Bronx 7,0,0,0,2,6,8,40.822194,-73.91239,0.0
168,671714,GFDC,License,COLORFUL SUNBURST INC.,Bronx,10466,Bronx 11,0,0,0,4,12,16,40.889837,-73.831954,0.0
169,824922,GFDC,License,"Glory Keem & Sky Group Family Day Care, LLC",Staten Island,10303,Richmond 31,0,0,0,4,12,16,40.631946,-74.151345,0.0
170,593803,GFDC,License,J & D Tender Daycare Inc.,Bronx,10469,Bronx 11,0,0,0,4,12,16,40.876002,-73.858896,0.0
171,709773,SACC,Registration,"New York Edge, Inc.",Brooklyn,11225,Brooklyn 17,0,0,0,288,0,288,40.663881,-73.948373,0.0
172,232581,SACC,Registration,"KIPS BAY BOYS' CLUB, INC.",Bronx,10465,Bronx 8,0,0,0,200,0,200,40.821213,-73.825745,0.0
173,395736,DCC,License,Inspire Kids,Monroe,10950,Monroe-Woodbury,0,0,43,0,0,43,41.337485,-74.191084,25.8
174,653486,GFDC,License,Little Leaps Home Daycare,Munnsville,13409,Stockbridge,0,0,0,4,12,16,43.034662,-75.603397,0.0
175,43147,SACC,Registration,YMCA @Thiells Elementary School,Thiells,10984,Haverstraw-Stony Pt,0,0,0,80,0,80,41.206405,-74.014782,0.0
176,629294,GFDC,License,M & M 24HR DAYCARE INC,Bronx,10452,Bronx 9,0,0,0,4,12,16,40.831057,-73.921963,0.0
177,72052,GFDC,License,"Forbes, Beverley",Brooklyn,11225,Brooklyn 17,0,0,0,4,12,16,40.661967,-73.960425,0.0
178,725643,GFDC,License,Happy Jungle Day Care Inc,Bronx,10456,Bronx 9,0,0,0,4,12,16,40.825997,-73.907222,0.0
179,786035,GFDC,License,Sweet Kids Group Family Day Care Corp.,Bronx,10453,Bronx 9,0,0,0,2,12,14,40.847764,-73.911001,0.0
180,37893,FDC,Registration,"Welker, Rita",Attica,14011,Attica,0,0,0,2,6,8,42.866512,-78.271295,0.0
181,527438,GFDC,License,"Sanchez, Rafael",Bronx,10460,Bronx 12,0,0,0,4,12,16,40.841252,-73.890454,0.0
182,819527,GFDC,License,THE LITTLE HOUSE OF THE DREAMS DAYCARE CORP,Bronx,10469,Bronx 11,0,0,0,4,12,16,40.867416,-73.851279,0.0
183,846483,GFDC,License,TINY ANGEL PLAYHOUSE INC.,Freeport,11520,Freeport,0,0,0,4,12,16,40.659866,-73.597891,0.0
184,245090,GFDC,License,Elemental Arts Daycare Center Inc.,Brooklyn,11218,Brooklyn 22,0,0,0,4,12,16,40.640515,-73.9664,0.0
185,59615,FDC,Registration,"Disla, America",Brooklyn,11205,Brooklyn 13,0,0,0,2,6,8,40.691715,-73.970174,0.0
186,486587,FDC,Registration,"Hulbert, Janet",Syracuse,13219,West Genesee,0,0,0,2,6,8,,,0.0
187,19168,GFDC,License,Lisa's Learning Center,Stormville,12582,Wappingers,0,0,0,4,12,16,41.539397,-73.724103,0.0
188,693176,GFDC,License,"Fleary, Yudith",Bronx,10451,Bronx 7,0,0,0,4,12,16,40.813154,-73.925272,0.0
189,668643,GFDC,License,Benjamins Daycare,New Paltz,12561,Kingston,0,0,0,4,12,16,41.818739,-74.066372,0.0
190,257563,FDC,Registration,A Mother's Touch Family Day Care,Gansevoort,12831,Schuylerville,0,0,0,2,6,8,43.143995,-73.663532,0.0
191,115986,GFDC,License,RAINBOW ROOM DAY CARE,New York,10033,Manhattan 6,0,0,0,4,12,16,40.85149,-73.93702,0.0
192,44376,SACC,Registration,SCOPE Education Services,Plainview,11803,Syosset,0,0,0,70,0,70,40.792691,-73.492324,0.0
193,848494,GFDC,License,Stepping Stones Group Family DayCare,Far Rockaway,11691,Queens 27,0,0,0,4,12,16,40.596268,-73.774649,0.0
194,851783,SACC,Registration,"Harriman Summer Camp S-11, Inc",Belle Harbor,11694,Queens 27,0,0,0,39,0,39,40.576555,-73.854043,0.0
195,876491,FDC,Registration,"Corporan, Katelyn",Bronx,10453,Bronx 10,0,0,0,2,6,8,40.853237,-73.909183,0.0
196,44198,SACC,Registration,"REACH Community And Youth Agency, Inc.",DIX HILLS,11746,Half Hollow Hills,0,0,0,56,0,56,40.815509,-73.341519,0.0
197,189651,GFDC,License,"Cubero, Bella",Ridgewood,11385,Queens 24,0,0,0,2,12,14,40.711363,-73.906321,0.0
198,192358,DCC,License,"Kiddie Kampus, Inc.",Medford,11763,Longwood,16,29,55,0,0,100,40.842561,-72.996569,78.0
199,761379,GFDC,License,Pitter Patter Childcare,Gouverneur,13642,Gouverneur,0,0,0,4,12,16,44.296853,-75.399533,0.0
200,450336,SACC,Registration,SCOPE Education Services,Great Neck,11020,Great Neck,0,0,0,80,0,80,40.773826,-73.727001,0.0
201,269754,GFDC,License,"Rodriguez, Aylin",New York,10033,Manhattan 6,0,0,0,2,12,14,40.849668,-73.937728,0.0
202,396328,GFDC,License,Tee- Tee's Amazing Kids,Mt Vernon,10550,Mount Vernon,0,0,0,2,12,14,40.896639,-73.835665,0.0
203,434713,GFDC,License,The Fragile Begins,Bronx,10456,Bronx 9,0,0,0,2,12,14,40.836271,-73.902447,0.0
204,836222,GFDC,License,FAMILY DAY CARE HAPPY FACE INC.,Bronx,10452,Bronx 9,0,0,0,4,12,16,40.842518,-73.919922,0.0
205,308883,GFDC,License,"Coye, Liliana",Staten Island,10304,Richmond 31,0,0,0,4,12,16,40.616104,-74.082802,0.0
206,41122,SACC,Registration,"Colonie Youth Center, Inc. @ Forts Ferry School",Latham,12110,North Colonie,0,0,0,44,0,44,42.764913,-73.77952,0.0
207,384626,GFDC,License,Under My Wings Family Day Care Inc.,Peekskill,10566,Peekskill,0,0,0,4,12,16,41.303077,-73.914153,0.0
