,facility_id,program_type,facility_status,facility_name,city,zipcode,school_district_name,infant_capacity,toddler_capacity,preschool_capacity,school_age_capacity,children_capacity,total_capacity,latitude,longitude,under-5_capacity
7173,125239,GFDC,License,"Children's Ark Day Care, Inc",Bayshore,11706,Brentwood,0,0,0,4,12,16,40.773127,-73.271118,0.0
7174,72067,GFDC,License,"Hamm, Michelle",Queens Village,11429,Queens 29,0,0,0,0,10,10,40.703811,-73.74482,0.0
7175,543289,GFDC,License,"Singh, Trisha",Jamaica,11435,Queens 28,0,0,0,4,12,16,40.703195,-73.813787,0.0
7176,837913,SACC,Registration,GLOW YMCA,Alexander,14005,Alexander,0,0,0,55,0,55,42.902005,-78.261084,0.0
7177,754570,GFDC,License,Dana's Day Care,Galway,12074,Galway,0,0,0,4,12,16,,,0.0
7178,355028,FDC,Registration,"Burstion, Kyra",New York,10025,Manhattan 3,0,0,0,2,6,8,40.795566,-73.964947,0.0
7179,774918,SACC,Registration,"BronxWorks, Inc.",Bronx,10455,Bronx 7,0,0,0,44,0,44,40.819382,-73.911467,0.0
7180,39792,DCC,License,Wooden Shoe Nursery School,Valley Stream,11580,Elmont,19,59,42,0,0,120,40.678643,-73.718759,103.2
7181,807817,GFDC,License,"Santana, Marilian",Bronx,10453,Bronx 10,0,0,0,4,12,16,40.857868,-73.904474,0.0
7182,144076,GFDC,License,"Cangiolose, Lori",Staten Island,10312,Richmond 31,0,0,0,4,12,16,40.546155,-74.196987,0.0
7183,859095,GFDC,License,"We Do Care Trandy, Inc",Forest Hills,11375,Queens 28,0,0,0,4,12,16,40.714764,-73.835082,0.0
7184,879082,GFDC,License,Ornella Care Day Care LLC,Far Rockaway,11691,Queens 27,0,0,0,4,12,16,40.601785,-73.758769,0.0
7185,250289,GFDC,License,Rissie Group Family Day Care,Brooklyn,11212,Brooklyn 17,0,0,0,4,12,16,40.663,-73.921802,0.0
7186,43583,SACC,Registration,"Boys and Girls Club of East Aurora, Inc.",East Aurora,14052,East Aurora,0,0,0,44,0,44,42.767314,-78.613451,0.0
7187,603670,GFDC,License,MI SEGUNDA CASITA LLC,Brooklyn,11220,Brooklyn 20,0,0,0,2,12,14,40.641358,-74.015864,0.0
7188,233693,GFDC,License,"Musacchio, Thelma",Canastota,13032,Canastota,0,0,0,4,12,16,43.050107,-75.733341,0.0
7189,446311,GFDC,License,"Pinkhasova, Lyudmila",Flushing,11367,Queens 25,0,0,0,4,12,16,40.726428,-73.823179,0.0
7190,876834,DCC,License,Bright Beginnings Early Learning Center,Watertown,13601,Watertown,0,12,108,0,0,120,43.985368,-75.939752,76.8
7191,40526,SACC,Registration,"Lakeland Children's Center, Inc.",Yorktown Heights,10598,Lakeland,0,0,0,68,0,68,41.322654,-73.82174,0.0
7192,868275,SACC,Registration,Plattsburgh YMCA,Plattsburgh,12901,Plattsburgh,0,0,0,40,0,40,44.703512,-73.455362,0.0
7193,245031,GFDC,License,"Blamoville, Kathryn",St. Albans,11412,Queens 29,0,0,0,2,12,14,40.701532,-73.760859,0.0
7194,795542,FDC,Registration,"Lil Busy Bee Scholars Daycare, LLC",Bronx,10456,Bronx 9,0,0,0,2,6,8,40.83198,-73.902222,0.0
7195,750379,DCC,License,"Tutor Time Learning Centers, LLC",Baldwin,11510,Baldwin,24,48,95,0,0,167,40.641118,-73.605422,129.0
7196,629468,GFDC,License,"Dominguez, Gabriela",Bronx,10455,Bronx 7,0,0,0,4,12,16,40.814561,-73.908779,0.0
7197,41120,SACC,Registration,"Colonie Youth Center, Inc. @ Boght Hills School",Cohoes,12047,North Colonie,0,0,0,44,0,44,42.77516,-73.757035,0.0
7198,53318,FDC,Registration,"Jimenez, Paulina",Bronx,10451,Bronx 9,0,0,0,0,6,6,40.827747,-73.918645,0.0
7199,431633,GFDC,License,"Fortuna, Matilde",Brooklyn,11207,Queens 24,0,0,0,4,12,16,40.684269,-73.894524,0.0
7200,725929,GFDC,License,ABC Soup Corp.,Cold Spring,10516,Haldane,0,0,0,4,12,16,41.459273,-73.921049,0.0
7201,433749,GFDC,License,Tita & Tito Daycare Inc,Brooklyn,11232,Brooklyn 15,0,0,0,4,12,16,,,0.0
7202,231931,SACC,Registration,SISDA OST / Beacon Program - I.S.  217,Bronx,10459,Bronx 12,0,0,0,180,0,180,40.822075,-73.894037,0.0
7203,232191,GFDC,License,Manuela Family Day Care,BRONX,10452,Bronx 9,0,0,0,2,12,14,40.837003,-73.925618,0.0
7204,268149,GFDC,License,"Fuzaylova, Marina",Jamaica,11432,Queens 29,0,0,0,4,12,16,40.719308,-73.799944,0.0
7205,852545,DCC,License,Little Children Place 2 Inc,Elmont,11003,Elmont,0,9,36,15,0,60,40.691085,-73.720732,30.599999999999998
7206,851860,SACC,Registration,BESTSELF BEHAVIORAL HEALTH INC.,Buffalo,14207,Buffalo,0,0,0,120,0,120,42.947586,-78.883737,0.0
7207,36456,FDC,Registration,"Vigil, Deysi",Brentwood,11717,Brentwood,0,0,0,2,6,8,40.764464,-73.219396,0.0
7208,878487,GFDC,License,Mamacoco's Daycare,Yonkers,10701,Yonkers,0,0,0,4,12,16,40.936446,-73.897006,0.0
7209,494454,GFDC,License,"Moore-Grenada, D",Far Rockaway,11691,Queens 27,0,0,0,4,12,16,40.596861,-73.768664,0.0
7210,276252,DCC,License,Schoharie Valley Children's Center,Schoharie,12157,Schoharie,0,16,34,0,0,50,42.643041,-74.320845,36.4
7211,41931,SACC,Registration,"Fulton Family YMCA, Inc",Fulton,13069,Fulton,0,0,0,60,0,60,43.332852,-76.39117,0.0
7212,38048,GFDC,License,"Moore, Sofia",New City,10956,Clarkstown,0,0,0,2,12,14,41.139763,-73.977065,0.0
7213,270178,DCC,License,Happiness House/Finger Lakes Cerebral Palsy Association,Canandaigua,14424,Canandaigua City,0,12,120,0,0,132,42.89879,-77.309993,84.0
7214,396380,FDC,Registration,"Stubba, Sheri",Poland,13431,Poland,0,0,0,2,6,8,43.228021,-75.064463,0.0
7215,73148,SACC,Registration,Phyl's Academy Day Care Center/Prep School,Brooklyn,11203,Brooklyn 17,0,0,0,119,0,119,40.646968,-73.943646,0.0
7216,385282,SACC,Registration,University Settlement @ PS 130,Brooklyn,11218,Brooklyn 15,0,0,0,237,0,237,40.64911,-73.975848,0.0
7217,40113,DCC,License,Opportunities for Otsego,Unadilla,13849,Otego-Unadilla,0,0,20,0,0,20,42.3255,-75.311078,12.0
7218,194273,GFDC,License,Tender Loving Care Family Daycare,Bellport,11713,South Country,0,0,0,4,12,16,40.793255,-72.954688,0.0
7219,714310,DCC,License,Little Seeds Preschool North,Fredonia,14063,Fredonia,0,0,44,0,0,44,42.437338,-79.338662,26.4
7220,863944,DCC,License,Genesis Learning Center,Rochester,14606,Rochester,0,36,0,0,0,36,43.178393,-77.663011,36.0
7221,160421,GFDC,License,DE-AMAZING DAYCARE,SPRINGFIELD GARDENS,11413,Queens 29,0,0,0,4,12,16,40.687137,-73.751688,0.0
7222,839039,GFDC,License,Next Generation Daycare,Norwich,13815,Norwich City,0,0,0,4,12,16,42.541604,-75.500072,0.0
7223,40019,DCC,License,The Growing Place,Syracuse,13214,Jamesville-Dewitt,8,12,24,0,0,44,43.040216,-76.082459,34.4
7224,201433,SACC,Registration,Our Kids Afterschool Program,Long Island City,11101,Queens 30,0,0,0,180,0,180,40.755439,-73.944636,0.0
7225,848363,DCC,License,Early Childhood Education Center,Albany,12203,Albany,0,0,81,0,0,81,42.703395,-73.881156,48.6
7226,714020,SACC,Registration,Healthy Kids Extended Day Program Inc.,Highland Falls,10928,Highland Falls,0,0,0,40,0,40,41.334085,-73.985414,0.0
7227,611426,GFDC,License,Tic-Tock Caterpillar GFDC,Brooklyn,11226,Brooklyn 17,0,0,0,4,12,16,40.644092,-73.950597,0.0
7228,348959,SACC,Registration,Mosholu Montefiore Comm Center PS 160,Bronx,10475,Bronx 11,0,0,0,216,0,216,40.864383,-73.824239,0.0
7229,865899,GFDC,License,"Reid, Dion",Rensselaer,12144,East Greenbush,0,0,0,4,12,16,42.625995,-73.727505,0.0
7230,773722,DCC,License,"PHELPS COMMUNITY CENTER, INC.",Phelps,14532,Phelps-Clifton,16,10,30,119,0,175,42.960368,-77.060426,44.0
7231,233319,GFDC,License,"Burns- Beale, Michelle",Staten Island,10310,Richmond 31,0,0,0,2,12,14,40.631929,-74.129687,0.0
7232,486525,GFDC,License,"Cara's Corner Daycare, LLC",Eastchester,10709,Eastchester,0,0,0,4,12,16,40.955239,-73.80418,0.0
7233,627315,SACC,Registration,THE CHILDREN'S AID SOCIETY,BRONX,10457,Bronx 12,0,0,0,257,0,257,40.843679,-73.889919,0.0
7234,880850,GFDC,License,SEEDS AND SPROUTS DAYCARE LLC,Brooklyn,11239,Brooklyn 19,0,0,0,4,12,16,40.654053,-73.86515,0.0
7235,831654,GFDC,License,Z AND Z DAY CARE INC.,Brooklyn,11208,Brooklyn 19,0,0,0,4,12,16,40.675319,-73.884794,0.0
7236,41570,SACC,Registration,Capital District YMCA @ Glen Worden Elementary,Glenville,12302,Scotia-Glenville,0,0,0,44,0,44,42.849621,-73.946366,0.0
7237,873141,DCC,License,The Young Men's Christian Association,Fulton,13069,Fulton,8,12,52,0,0,72,43.315812,-76.43278,51.2
7238,525499,GFDC,License,"Scholars Garden, Corp.",Bronx,10452,Bronx 9,0,0,0,4,12,16,40.836358,-73.92778,0.0
7239,14914,FDC,Registration,"Wozniak, Kathryn",Kennedy,14747,Frewsburg,0,0,0,2,5,7,42.107227,-79.124756,0.0
7240,450325,SACC,Registration,SCOPE Education Services,Wantagh,11793,Wantagh,0,0,0,60,0,60,40.682595,-73.518147,0.0
7241,813072,SACC,Registration,Molding Lives Inc,Brooklyn,11213,Brooklyn 17,0,0,0,172,0,172,40.669349,-73.934315,0.0
7242,868974,GFDC,License,"Duran, Alba",South Richmond Hill,11419,Queens 28,0,0,0,4,12,16,40.692612,-73.811592,0.0
7243,846773,SACC,Registration,Cornell Cooperative Extension Association,Watertown,13601,Watertown,0,0,0,45,0,45,43.97254,-75.903825,0.0
7244,877138,GFDC,License,Little Cardinals Day Care LLC,Freeport,11520,Freeport,0,0,0,4,12,16,40.65861,-73.599881,0.0
7245,727475,GFDC,License,Remsen Village Early Childhood Services,Brooklyn,11236,Brooklyn 23,0,0,0,4,12,16,40.653706,-73.91455,0.0
7246,435884,FDC,Registration,"Crespo, Rebeca",Brooklyn,11209,Brooklyn 20,0,0,0,1,6,7,40.620771,-74.02368,0.0
7247,499462,GFDC,License,"GALEX GROUP FAMILY DAYCARE, INC.",New York,10034,Manhattan 6,0,0,0,2,12,14,40.863749,-73.919053,0.0
7248,638892,FDC,Registration,Itzy Bitzy Happyland Daycare,Rochester,14609,Rochester,0,0,0,2,6,8,43.165951,-77.558995,0.0
7249,816454,GFDC,License,"Hernandez Perez, Sheilam",Bronx,10468,Bronx 10,0,0,0,2,12,14,40.861537,-73.90835,0.0
7250,40432,DCC,License,"Coddington Road Community Center, Inc.",Ithaca,14850,Ithaca,8,12,18,0,0,38,42.39978,-76.457517,30.799999999999997
7251,819552,GFDC,License,Amanda Ward,New Paltz,12561,New Paltz,0,0,0,4,12,16,41.704507,-74.08111,0.0
7252,158113,FDC,Registration,"Nichols, Jeanine",NEW  YORK,10027,Manhattan 5,0,0,0,2,6,8,40.812965,-73.94892,0.0
7253,272147,GFDC,License,"Alexandre, Caroline",Brooklyn,11234,Brooklyn 22,0,0,0,4,12,16,40.622759,-73.923576,0.0
7254,770885,GFDC,License,"Ascuasiati, Mabel",Bronx,10452,Bronx 9,0,0,0,4,12,16,40.841769,-73.921637,0.0
7255,704507,GFDC,License,"AMAZING STARS DAY CARE, INC.",Freeport,11520,Freeport,0,0,0,4,12,16,40.657474,-73.592739,0.0
7256,796192,GFDC,License,"Children's Amazing Adventures, LLC",Plattsburgh,12901,Beekmantown,0,0,0,4,12,16,44.737482,-73.406429,0.0
7257,876169,GFDC,License,"Jones, Kiawna",Springfield Gardens,11413,Queens 29,0,0,0,0,12,12,40.660002,-73.750469,0.0
7258,882355,FDC,Registration,Hughes Home Day Care,Cheektowaga,14227,West Seneca,0,0,0,2,6,8,42.874074,-78.735962,0.0
7259,539740,GFDC,License,"Pooh & Friends, Inc",Elmsford,10523,Elmsford,0,0,0,4,12,16,41.05471,-73.810889,0.0
7260,34721,GFDC,License,Pat's Child Care,Rochester,14621,Rochester,0,0,0,4,12,16,43.178255,-77.594157,0.0
7261,391407,GFDC,License,Friends Forever Group Daycare,Rome,13440,Rome,0,0,0,2,12,14,43.250109,-75.454551,0.0
7262,73926,SACC,Registration,Fitmar Management LLC dba Paerdegat After School,Brooklyn,11236,Brooklyn 18,0,0,0,63,0,63,40.627706,-73.903997,0.0
7263,837439,FDC,Registration,Happy & Blessed Childcare,Rochester,14609,Rochester,0,0,0,2,6,8,43.174313,-77.571504,0.0
7264,873427,GFDC,License,Owusus Daycare Services Inc.,Staten Island,10304,Richmond 31,0,0,0,4,12,16,40.628359,-74.083545,0.0
7265,140046,FDC,Registration,"Livingston, Rose",Brooklyn,11208,Brooklyn 19,0,0,0,2,5,7,40.670538,-73.863876,0.0
7266,742484,SACC,Registration,82nd Street Academics @ PS 280,Jackson Heights,11372,Queens 30,0,0,0,120,0,120,40.753822,-73.873852,0.0
7267,831317,DCC,License,First Friends Day Care,Buffalo,14206,Cheektowaga-Sloan,8,8,8,5,0,29,42.885467,-78.784171,20.8
7268,791291,GFDC,License,Heronia's DayCare,New Rochelle,10805,New Rochelle,0,0,0,4,12,16,40.896041,-73.784396,0.0
7269,832746,GFDC,License,Growing Together Family Day Care,Sloatsburg,10974,Ramapo(Edwin Gould),0,0,0,4,12,16,41.158688,-74.192239,0.0
7270,695896,GFDC,License,Chickadee Family Child Care,Ballston Lake,12019,Burnt Hills,0,0,0,4,12,16,42.933124,-73.959533,0.0
7271,483919,GFDC,License,"Glenn, Charlene",St. Albans,11434,Queens 29,0,0,0,4,12,16,40.692204,-73.765569,0.0
7272,859384,GFDC,License,BLESS CORP.,Rego Park,11374,Queens 28,0,0,0,4,12,16,40.729025,-73.864682,0.0
7273,842122,GFDC,License,FLOR DAY CARE,Hicksville,11801,Hicksville,0,0,0,4,12,16,40.77058,-73.529015,0.0
7274,709796,SACC,Registration,Directions For Our Youth Inc. @ M.S.180,Bronx,10475,Bronx 11,0,0,0,130,0,130,40.873196,-73.832177,0.0
7275,875835,DCC,License,"Pinnacle Early Learning Center, Inc.",Rochester,14623,Rush-Henrietta,0,0,70,25,0,95,43.078904,-77.582487,42.0
7276,808937,GFDC,License,My Savior Family Group Daycare,Bronx,10460,Bronx 12,0,0,0,4,12,16,40.836988,-73.888695,0.0
7277,247701,GFDC,License,"Bellevue, Marie",Brooklyn,11226,Brooklyn 17,0,0,0,4,12,16,40.655255,-73.950671,0.0
7278,183945,GFDC,License,TINY TODD'S DAY CARE,Richmond Hill,11418,Queens 28,0,0,0,4,12,16,40.701783,-73.827881,0.0
7279,870828,FDC,Registration,Little Cherubs Stepping Stones,Lake Katrine,12449,Kingston,0,0,0,2,6,8,42.014474,-73.992594,0.0
7280,701676,FDC,Registration,"Veloz, Damaris",Bronx,10452,Bronx 9,0,0,0,2,6,8,40.836635,-73.91938,0.0
7281,471120,GFDC,License,THE TRINITY DAY CARE INC,Roosevelt,11575,Roosevelt,0,0,0,4,12,16,40.681363,-73.594015,0.0
7282,387066,GFDC,License,Manor Daycare Inc.,Bronx,10472,Bronx 12,0,0,0,4,12,16,40.832408,-73.877054,0.0
7283,561410,GFDC,License,"Candelario, Carmen",BRONX,10456,Bronx 9,0,0,0,4,12,16,,,0.0
7284,857868,SACC,Registration,"Development Outreach, Inc.",New York,10027,Manhattan 5,0,0,0,40,0,40,40.806768,-73.944813,0.0
7285,623897,SACC,Registration,"Samuel Field YM & YWHA, Inc. @PS 55",Richmond Hill,11419,Queens 28,0,0,0,158,0,158,40.693922,-73.816313,0.0
7286,182874,GFDC,License,"Frank, Ruslyn",Brooklyn,11203,Brooklyn 18,0,0,0,4,12,16,40.650811,-73.922368,0.0
7287,873049,GFDC,License,Nina's Daycare Inc,yonkers,10701,Yonkers,0,0,0,4,12,16,40.952352,-73.869112,0.0
7288,576628,FDC,Registration,Little Giants,Syracuse,13208,Syracuse,0,0,0,2,6,8,43.070773,-76.149471,0.0
7289,115686,SACC,Registration,Elwood Care,Huntington,11743,Elwood,0,0,0,104,0,104,40.847544,-73.34231,0.0
7290,105708,DCC,License,"Mohawk Valley Community Action Agency, Inc.",Utica,13501,Utica,8,8,42,0,0,58,43.095396,-75.232682,41.2
7291,359639,GFDC,License,"Parra, Carmen",Bronx,10452,Bronx 9,0,0,0,2,12,14,40.841498,-73.915477,0.0
7292,412238,GFDC,License,"Sanchez, Maria",Bronx,10459,Bronx 12,0,0,0,2,12,14,40.829989,-73.892139,0.0
7293,40351,SACC,Registration,SCOPE Education Services,Hauppauge,11788,Hauppauge,0,0,0,66,0,66,40.813198,-73.205596,0.0
7294,758109,DCC,License,"The Community Action Organization of Western New York, Inc.",Buffalo,14209,Buffalo,0,0,74,0,0,74,42.913309,-78.864632,44.4
7295,728377,SACC,Registration,Westhab Inc.,BRONX,10473,Bronx 8,0,0,0,175,0,175,40.821962,-73.877008,0.0
7296,697086,GFDC,License,"Matos Rodriguez, Lisanny",Bronx,10456,Bronx 9,0,0,0,4,12,16,40.829375,-73.919351,0.0
7297,19502,GFDC,License,"Nelson, Kathleen",Ogdensburg,13669,Ogdensburg,0,0,0,4,12,16,44.693273,-75.479959,0.0
7298,709764,SACC,Registration,KIPP Always Mentally Prepares (AMP) Charter School,Brooklyn,11213,Brooklyn 17,0,0,0,168,0,168,40.672571,-73.937257,0.0
7299,668544,GFDC,License,LITTLE LEARNERS PLAYHOUSE CORP.,Bronx,10456,Bronx 9,0,0,0,4,12,16,40.82892,-73.90466,0.0
7300,41465,DCC,License,"Community Action Planning Council of Jefferson County, Inc.",Watertown,13601,Watertown,0,0,118,0,0,118,43.980616,-75.909021,70.8
7301,749024,GFDC,License,"CIRCLE TIME DAYCARE, INC.",West Hempstead,11552,Malverne,0,0,0,0,12,12,40.678184,-73.649049,0.0
7302,339166,SACC,Registration,Mosholu-Montefiore Comm. Ctr. / PS 153 After School Program,Bronx,10475,Bronx 11,0,0,0,200,0,200,40.873037,-73.833343,0.0
7303,375000,FDC,Registration,"Hamilton, Sheri",Corning,14830,Corning,0,0,0,2,6,8,42.17985,-77.068143,0.0
7304,129128,DCC,License,"Mohawk Valley Community Action Agency, Inc.",Utica,13501,Utica,8,10,86,0,0,104,43.094781,-75.230448,69.6
7305,496722,GFDC,License,"Diaz, Belkis",New York,10033,Manhattan 6,0,0,0,4,12,16,40.847889,-73.934993,0.0
7306,26402,FDC,Registration,"Pitcher, Susan",Middleport,14105,Royalton-Hartland,0,0,0,2,6,8,43.213431,-78.47231,0.0
7307,761455,GFDC,License,"English, Edith",Jamaica,11434,Queens 28,0,0,0,4,12,16,40.668093,-73.767341,0.0
7308,44174,DCC,License,"Pro Action of Steuben and Yates, Inc.",Troupsburg,14885,Jasper-Troupsburg,0,0,39,0,0,39,42.045788,-77.546279,23.4
7309,41005,SACC,Registration,Saratoga Regional Young Men's Christian Association,Saratoga Springs,12866,Saratoga Springs,0,0,0,44,0,44,43.12567,-73.746919,0.0
7310,511324,FDC,Registration,"Ellis, Shirley",Clifton Springs,14432,Phelps-Clifton,0,0,0,2,6,8,42.971817,-77.15127,0.0
7311,434914,SACC,Registration,BCA After School Program @ PS 205,Brooklyn,11204,Brooklyn 20,0,0,0,350,0,350,40.615163,-73.987044,0.0
7312,597707,GFDC,License,"Gonzalez, Maria",BRONX,10468,Bronx 10,0,0,0,2,12,14,40.865345,-73.899348,0.0
7313,819466,GFDC,License,CREATIVE LIL' STEPS LLC,Bronx,10457,Bronx 9,0,0,0,4,12,16,40.849715,-73.904209,0.0
7314,553651,FDC,Registration,"Smith, Katrina",Bronx,10454,Bronx 7,0,0,0,2,6,8,40.807684,-73.924256,0.0
7315,799478,GFDC,License,FAMILY TREEHOUSE DAYCARE LLC,Elmont,11003,Elmont,0,0,0,4,12,16,40.701688,-73.692634,0.0
7316,216037,SACC,Registration,Comm. Assoc. Progress. Dominican @ ACDP BEACON MS 328,New York,10032,Manhattan 6,0,0,0,116,0,116,40.836662,-73.93711,0.0
7317,873865,DCC,License,The Learning Experience,White Plains,10605,White Plains,13,55,65,0,0,133,41.019996,-73.757606,107.0
7318,413308,DCC,License,Kids of Miller Place LLC,Miller Place,11764,Miller Place,8,12,34,35,0,89,40.943613,-73.000654,40.4
7319,709917,SACC,Registration,"Fresh Youth Initiatives, Inc",New York,10034,Manhattan 6,0,0,0,140,0,140,40.866585,-73.923778,0.0
7320,40488,DCC,License,"New York State Federation of Growers’ and Processors' Associations, Inc.",Red Creek,13143,Red Creek,16,36,54,60,0,166,43.246884,-76.724065,84.4
7321,872463,FDC,Registration,LEGO Childcare,Rochester,14621,Rochester,0,0,0,2,6,8,43.180248,-77.603735,0.0
7322,245882,GFDC,License,"Diaz, Rosa",Brooklyn,11221,Brooklyn 32,0,0,0,4,12,16,40.695778,-73.922712,0.0
7323,867980,GFDC,License,Early Village Day Care Corp,West Babylon,11704,North Babylon,0,0,0,4,12,16,40.730342,-73.353108,0.0
7324,13681,GFDC,License,Kids Count Childcare,Hannibal,13074,Hannibal,0,0,0,4,12,16,43.302611,-76.486863,0.0
7325,747808,SACC,Registration,Flushing YMCA @ PS 22 Afterschool,Flushing,11355,Queens 25,0,0,0,171,0,171,40.761603,-73.810996,0.0
7326,280475,GFDC,License,"Villanueva, Maria",Bronx,10456,Bronx 9,0,0,0,2,12,14,40.834027,-73.905745,0.0
7327,880279,GFDC,License,Little Rock Group Family Day Care Inc,Brooklyn,11209,Brooklyn 20,0,0,0,4,12,16,40.620967,-74.031564,0.0
7328,783689,FDC,Registration,"Collins, Valerie",Bronx,10454,Bronx 7,0,0,0,2,6,8,40.805254,-73.916273,0.0
7329,121836,GFDC,License,"Precious Gem Day Care, Inc.",Hempstead,11550,Uniondale,0,0,0,4,12,16,40.692135,-73.613697,0.0
7330,864856,GFDC,License,"Baez-Nieves, Juan",Bronx,10472,Bronx 8,0,0,0,4,12,16,40.829983,-73.85356,0.0
7331,406392,GFDC,License,JACE Learning Tree Group Family DayCare,Brooklyn,11236,Brooklyn 18,0,0,0,4,12,16,40.643338,-73.905363,0.0
7332,403207,SACC,Registration,"Urban Neighborhood Educational Technology For You, Inc.",Bronx,10469,Bronx 11,0,0,0,30,0,30,40.877752,-73.849748,0.0
7333,741983,SACC,Registration,Bright Horizons Children's Center @Barclays,New York,10019,Manhattan 2,0,0,0,11,0,11,40.760598,-73.983401,0.0
7334,690234,GFDC,License,"Rojas, Ibelka",Bronx,10460,Bronx 10,0,0,0,4,12,16,40.846355,-73.880959,0.0
7335,39763,SACC,Registration,YMCA of Greater Rochester,Pittsford,14534,Pittsford,0,0,0,108,0,108,43.069746,-77.52669,0.0
7336,872503,GFDC,License,KST Daycare Inc.,Bellerose,11426,Queens 26,0,0,0,4,12,16,40.729832,-73.727715,0.0
7337,762834,GFDC,License,A MAGICAL PLACE TO LEARN INC.,Bronx,10451,Bronx 9,0,0,0,4,12,16,,,0.0
7338,672612,GFDC,License,WIZ KIDZ DAYCARE ACADEMY LLC,Staten Island,10302,Richmond 31,0,0,0,4,12,16,40.63261,-74.141594,0.0
7339,863041,DCC,Pending Revocation,"DB-1825 South Clinton, LLC",Brighton,14620,Brighton,32,32,74,30,0,168,43.122824,-77.594296,108.4
7340,41820,SACC,Registration,Town of Amherst Youth Board,Amherst,14226,Amherst,0,0,0,110,0,110,42.959809,-78.783232,0.0
7341,765493,GFDC,License,"Cruz, Marlene",Bronx,10458,Bronx 10,0,0,0,2,12,14,40.868361,-73.883851,0.0
7342,420658,GFDC,License,"Arenas, Alicia",Astoria,11106,Queens 30,0,0,0,4,12,16,40.756338,-73.926485,0.0
7343,283973,SACC,Registration,SCAN-Harbor,Bronx,10457,Bronx 9,0,0,0,200,0,200,40.846101,-73.898845,0.0
7344,40812,SACC,Registration,YWCA Kids World at Cohen School,Elmira Heights,14903,Elmira Heights,0,0,0,55,0,55,42.121701,-76.83152,0.0
7345,39891,DCC,License,"Mount St. Mary's Child Care Center, Inc.",Lewiston,14092,Lewiston-Porter,16,24,32,17,0,89,43.153178,-79.033237,59.2
7346,834828,GFDC,License,"Morales De Leon, Jatna",Bronx,10454,Bronx 7,0,0,0,0,12,12,40.812297,-73.924098,0.0
7347,808547,GFDC,License,Precious Moments Daycare,Elmira,14905,Elmira City,0,0,0,4,12,16,42.076661,-76.836433,0.0
7348,9598,FDC,Registration,Jeanne's Family Day Care,Boston,14025,Hamburg,0,0,0,2,6,8,42.644429,-78.735318,0.0
7349,866654,SACC,Registration,YMCA of Central New York,Baldwinsville,13027,Baldwinsville,0,0,0,50,0,50,43.123999,-76.299953,0.0
7350,825762,DCC,License,TSL Kids Crew,Schenectady,12303,Mohonasen,0,12,18,40,0,70,42.776564,-73.933767,22.799999999999997
7351,791655,GFDC,License,Skyblue Daycare Corp.,Bronx,10458,Bronx 10,0,0,0,4,12,16,40.867715,-73.884975,0.0
7352,268729,FDC,Registration,"Maldonado, Marcia",Bronx,10452,Bronx 9,0,0,0,2,5,7,40.840134,-73.916742,0.0
7353,828045,GFDC,License,"Mama Rochel, LLC",North Bellmore,11710,North Bellmore,0,0,0,4,12,16,40.695349,-73.528341,0.0
7354,877944,SACC,Registration,Barry and Florence Friedberg Jewish Community Center Inc.,Long beach,11561,Long Beach,0,0,0,40,0,40,40.587537,-73.696127,0.0
7355,847651,FDC,Registration,"Christian, Robyn",Sherrill,13461,Sherrill,0,0,0,2,6,8,43.07679,-75.589574,0.0
7356,28804,GFDC,License,New Creation Family Day Care,Buffalo,14211,Buffalo,0,0,0,4,12,16,42.912896,-78.83364,0.0
7357,380276,GFDC,License,Children Milestones Group Family Daycare,Bronx,10459,Bronx 12,0,0,0,4,12,16,40.821231,-73.893744,0.0
7358,845534,GFDC,License,Sandy's Family Child Care,Watervliet,12189,Watervliet,0,0,0,4,12,16,42.725263,-73.706607,0.0
7359,29408,GFDC,License,"FIRST FRIENDS CHILDCARE, INC",Shoreham,11786,Shoreham-Wading R,0,0,0,4,12,16,40.956484,-72.897011,0.0
7360,819639,FDC,Registration,"Hypolite, Susan",Brooklyn,11225,Brooklyn 17,0,0,0,2,6,8,40.659407,-73.962422,0.0
7361,713313,DCC,License,"The Community Action Organization of Western New York, Inc.",Depew,14043,Depew,0,0,90,0,0,90,42.904211,-78.693331,54.0
7362,698360,DCC,License,Fred S. Keller School,Piermont,10968,South Orangetown,0,12,161,0,0,173,41.036232,-73.923388,108.6
7363,210128,GFDC,License,"Smith Reyes, Cheryl",Queens,11413,Queens 29,0,0,0,4,12,16,40.660261,-73.75854,0.0
7364,260286,SACC,Registration,Roads To Success @Ballet Tech M442,New York,10003,Manhattan 2,0,0,0,57,0,57,40.738621,-73.989766,0.0
7365,877335,GFDC,License,Lil Giants Group Home Daycare Corp.,Bronx,10456,Bronx 9,0,0,0,4,12,16,40.836544,-73.909314,0.0
7366,569563,SACC,Registration,"The Community Action Organization Of WNY, Inc.",Angola,14006,Evans-Brant,0,0,0,44,0,44,42.644159,-79.028758,0.0
7367,117851,GFDC,License,"Griffith, Mygan",Brooklyn,11236,Brooklyn 18,0,0,0,4,12,16,40.642636,-73.889521,0.0
7368,51679,FDC,Registration,"Guzman, Raquel",Bronx,10453,Bronx 9,0,0,0,0,6,6,40.851936,-73.907683,0.0
7369,343813,SACC,Registration,Y's Time @ Bethlehem Area YMCA,Delmar,12054,Bethlehem,0,0,0,44,0,44,42.607466,-73.869702,0.0
